Nrate,Variety,MAT,MAP,SOC,TN,Irrigation,Deep,Dressing,Manure,Tillage,Straw,EFFs,Cultivation,wheat_type,Yield,N_surplus
180,2,12.69 ,456.80 ,14.35 ,1.43 ,2,1,2,0,1,2,1,2,2,8.53 ,-32.41 
240,2,12.69 ,456.80 ,14.35 ,1.43 ,2,1,2,0,1,2,1,2,2,8.62 ,25.04 
300,2,12.69 ,456.80 ,14.35 ,1.43 ,2,1,2,0,1,2,1,2,2,8.53 ,87.62 
180,2,12.69 ,456.80 ,14.35 ,1.43 ,2,1,2,0,1,2,1,1,2,7.58 ,-4.99 
240,2,12.69 ,456.80 ,14.35 ,1.43 ,2,1,2,0,1,2,1,1,2,8.09 ,40.41 
300,2,12.69 ,456.80 ,14.35 ,1.43 ,2,1,2,0,1,2,1,1,2,7.87 ,106.49 
252,2,14.80 ,1043.30 ,9.62 ,1.30 ,2,1,2,0,1,2,1,1,2,6.78 ,92.35 
201.6,2,14.80 ,1043.30 ,9.62 ,1.30 ,2,1,2,0,1,2,2,1,2,6.03 ,65.13 
226.8,2,14.80 ,1043.30 ,9.62 ,1.30 ,2,1,2,0,1,2,2,1,2,6.50 ,79.83 
252,2,14.80 ,1043.30 ,9.62 ,1.30 ,2,1,2,0,1,2,2,1,2,6.73 ,95.21 
201.6,2,14.80 ,1043.30 ,9.62 ,1.30 ,2,1,2,0,1,2,2,1,2,6.13 ,61.69 
226.8,2,14.80 ,1043.30 ,9.62 ,1.30 ,2,1,2,0,1,2,2,1,2,6.70 ,80.75 
252,2,14.80 ,1043.30 ,9.62 ,1.30 ,2,1,2,0,1,2,2,1,2,6.93 ,90.04 
105,2,14.35 ,700.70 ,6.76 ,0.93 ,2,1,2,0,1,2,1,1,2,7.70 ,-77.83 
175,2,14.35 ,700.70 ,6.76 ,0.93 ,2,1,2,0,1,2,1,1,2,8.55 ,-31.92 
245,2,14.35 ,700.70 ,6.76 ,0.93 ,2,1,2,0,1,2,1,1,2,9.12 ,21.51 
315,2,14.35 ,700.70 ,6.76 ,0.93 ,2,1,2,0,1,2,1,1,2,8.78 ,101.31 
315,2,12.90 ,547.50 ,7.60 ,0.80 ,2,1,2,0,1,2,1,1,2,7.99 ,149.98 
270,2,12.90 ,547.50 ,7.60 ,0.80 ,2,1,2,0,1,2,2,1,2,8.47 ,94.98 
270,2,12.90 ,547.50 ,7.60 ,0.80 ,2,1,2,0,1,2,1,1,2,7.44 ,122.98 
270,2,12.90 ,547.50 ,7.60 ,0.80 ,2,1,2,0,1,2,1,1,2,8.25 ,100.98 
315,2,12.90 ,547.50 ,7.60 ,0.80 ,2,1,2,0,1,2,1,1,2,8.33 ,159.98 
270,2,12.90 ,547.50 ,7.60 ,0.80 ,2,1,2,0,1,2,2,1,2,8.99 ,110.98 
270,2,12.90 ,547.50 ,7.60 ,0.80 ,2,1,2,0,1,2,1,1,2,6.93 ,140.98 
270,2,12.90 ,547.50 ,7.60 ,0.80 ,2,1,2,0,1,2,1,1,2,8.10 ,124.98 
120,2,14.53 ,554.20 ,21.61 ,1.02 ,2,1,2,0,1,2,1,1,2,5.56 ,-49.79 
210,2,14.53 ,554.20 ,22.36 ,1.18 ,2,1,2,0,1,2,1,1,2,8.04 ,-67.32 
300,2,14.53 ,554.20 ,24.15 ,1.27 ,2,1,2,0,1,2,1,1,2,7.17 ,2.12 
120,2,14.53 ,554.20 ,21.61 ,1.02 ,2,1,2,0,1,2,1,1,2,4.89 ,-4.16 
210,2,14.53 ,554.20 ,22.36 ,1.18 ,2,1,2,0,1,2,1,1,2,6.87 ,0.38 
300,2,14.53 ,554.20 ,24.15 ,1.27 ,2,1,2,0,1,2,1,1,2,6.20 ,50.83 
120,2,14.53 ,554.20 ,21.61 ,1.02 ,2,1,2,0,1,2,1,1,2,4.22 ,3.61 
210,2,14.53 ,554.20 ,22.36 ,1.18 ,2,1,2,0,1,2,1,1,2,5.72 ,6.24 
300,2,14.53 ,554.20 ,24.15 ,1.27 ,2,1,2,0,1,2,1,1,2,7.64 ,51.27 
120,2,14.53 ,554.20 ,21.61 ,1.02 ,2,1,2,0,1,2,1,1,2,4.85 ,-21.35 
210,2,14.53 ,554.20 ,22.36 ,1.18 ,2,1,2,0,1,2,1,1,2,6.71 ,-6.73 
300,2,14.53 ,554.20 ,24.15 ,1.27 ,2,1,2,0,1,2,1,1,2,7.71 ,47.95 
330,2,14.62 ,733.60 ,9.54 ,1.22 ,2,1,2,0,1,2,1,1,2,9.87 ,84.55 
120,2,14.62 ,733.60 ,5.64 ,0.90 ,2,1,2,0,1,2,1,1,2,8.23 ,-78.51 
225,2,14.62 ,733.60 ,5.64 ,0.90 ,2,1,2,0,1,2,1,1,2,8.65 ,14.45 
330,2,14.62 ,733.60 ,5.64 ,0.90 ,2,1,2,0,1,2,1,1,2,9.10 ,106.66 
75,2,10.46 ,397.20 ,7.27 ,1.80 ,1,1,1,0,1,2,1,1,2,3.55 ,15.34 
150,2,10.46 ,397.20 ,7.27 ,1.80 ,1,1,1,0,1,2,1,1,2,5.88 ,28.31 
225,2,10.46 ,397.20 ,7.27 ,1.80 ,1,1,1,0,1,2,1,1,2,5.39 ,116.25 
75,2,10.46 ,397.20 ,7.27 ,1.80 ,1,1,1,0,1,2,1,1,2,3.34 ,20.76 
150,2,10.46 ,397.20 ,7.27 ,1.80 ,1,1,1,0,1,2,1,1,2,5.07 ,49.94 
225,2,10.46 ,397.20 ,7.27 ,1.80 ,1,1,1,0,1,2,1,1,2,5.11 ,123.71 
75,2,10.46 ,397.20 ,7.27 ,1.80 ,1,1,1,0,1,2,1,1,2,4.09 ,0.81 
150,2,10.46 ,397.20 ,7.27 ,1.80 ,1,1,1,0,1,2,1,1,2,5.74 ,32.04 
225,2,10.46 ,397.20 ,7.27 ,1.80 ,1,1,1,0,1,2,1,1,2,5.75 ,106.81 
300,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,7.08 ,124.58 
275,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,7.34 ,92.01 
250,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,7.52 ,61.68 
225,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,6.99 ,52.27 
300,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,7.06 ,125.30 
275,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,7.11 ,98.67 
250,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,7.09 ,74.31 
225,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,6.99 ,52.20 
300,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,6.99 ,127.29 
275,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,7.26 ,94.43 
250,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,7.35 ,66.76 
225,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,6.69 ,60.89 
300,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,6.97 ,127.90 
275,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,7.07 ,99.99 
250,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,6.88 ,80.51 
225,2,6.83 ,198.40 ,16.40 ,1.30 ,2,1,1,0,1,2,1,1,1,6.84 ,56.56 
210,2,15.98 ,1063.50 ,17.18 ,2.12 ,2,1,2,0,1,2,1,1,2,5.15 ,107.31 
240,2,15.98 ,1063.50 ,17.18 ,2.12 ,2,1,2,0,1,2,1,1,2,5.65 ,123.82 
270,2,15.98 ,1063.50 ,17.18 ,2.12 ,2,1,2,0,1,2,1,1,2,5.73 ,151.59 
210,2,15.98 ,1108.10 ,17.18 ,2.12 ,2,1,2,0,1,2,1,1,2,4.49 ,125.23 
240,2,15.98 ,1108.10 ,17.18 ,2.12 ,2,1,2,0,1,2,1,1,2,5.20 ,135.90 
270,2,15.98 ,1108.10 ,17.18 ,2.12 ,2,1,2,0,1,2,1,1,2,5.39 ,160.78 
210,2,15.98 ,1108.10 ,17.18 ,2.12 ,2,1,2,0,1,2,1,1,2,4.33 ,129.53 
240,2,15.98 ,1108.10 ,17.18 ,2.12 ,2,1,2,0,1,2,1,1,2,4.67 ,150.24 
270,2,15.98 ,1108.10 ,17.18 ,2.12 ,2,1,2,0,1,2,1,1,2,4.99 ,171.73 
225,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,2,0,1,2,1,1,2,9.15 ,0.93 
202.5,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,2,0,1,2,1,1,2,9.13 ,-21.14 
180,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,1,0,1,2,1,1,2,9.08 ,-42.21 
157.5,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,2,0,1,2,1,1,2,8.80 ,-56.58 
180,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,2,0,1,2,2,1,2,9.09 ,-42.42 
225,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,2,0,1,2,1,1,2,8.85 ,9.51 
202.5,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,2,0,1,2,1,1,2,8.81 ,-11.71 
180,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,1,0,1,2,1,1,2,8.79 ,-33.73 
157.5,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,2,0,1,2,1,1,2,8.41 ,-45.51 
180,2,14.53 ,554.20 ,9.53 ,1.02 ,2,1,2,0,1,2,2,1,2,8.80 ,-34.07 
174.06,2,12.50 ,605.50 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,7.68 ,-14.50 
204.06,2,12.50 ,605.50 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,7.95 ,8.00 
234.06,2,12.50 ,605.50 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,8.11 ,33.27 
174.06,2,12.50 ,605.50 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,7.83 ,-18.74 
204.06,2,12.50 ,628.90 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,8.16 ,1.98 
234.06,2,12.50 ,628.90 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,8.19 ,31.00 
174.06,2,12.50 ,628.90 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,7.70 ,-14.86 
204.06,2,12.50 ,628.90 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,8.04 ,5.34 
234.06,2,12.50 ,628.90 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,8.38 ,25.60 
174.06,2,12.50 ,628.90 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,7.81 ,-18.24 
204.06,2,12.50 ,628.90 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,8.06 ,4.81 
234.06,2,12.50 ,628.90 ,10.05 ,0.89 ,2,1,2,0,1,2,1,1,2,8.24 ,29.57 
120,2,14.09 ,636.00 ,7.62 ,1.10 ,2,1,2,0,1,2,1,1,2,7.55 ,-58.32 
210,2,14.09 ,636.00 ,7.62 ,1.10 ,2,1,2,0,1,2,1,1,2,8.34 ,8.94 
270,2,14.09 ,636.00 ,7.62 ,1.10 ,2,1,2,0,1,2,1,1,2,8.56 ,62.71 
330,2,14.09 ,636.00 ,7.62 ,1.10 ,2,1,2,0,1,2,1,1,2,8.15 ,134.29 
300,2,12.80 ,449.10 ,11.42 ,0.79 ,2,1,2,0,1,2,1,1,2,5.91 ,164.06 
240,2,12.80 ,449.10 ,11.42 ,0.79 ,2,1,2,0,1,2,1,1,2,6.18 ,88.50 
192,2,12.80 ,449.10 ,11.42 ,0.79 ,2,1,2,0,1,2,1,1,2,6.17 ,42.45 
157.5,2,14.10 ,569.80 ,12.24 ,1.26 ,2,1,2,0,1,2,1,1,2,9.36 ,-77.58 
225,2,14.10 ,569.80 ,12.24 ,1.26 ,2,1,2,0,1,2,1,1,2,9.47 ,-13.19 
270,2,14.10 ,569.80 ,12.24 ,1.26 ,2,1,2,0,1,2,1,1,2,9.47 ,31.85 
292.5,2,14.10 ,569.80 ,12.24 ,1.26 ,2,1,2,0,1,2,1,1,2,9.44 ,54.99 
157.5,2,14.10 ,569.80 ,12.24 ,1.26 ,2,1,2,0,1,2,1,1,2,5.88 ,21.25 
225,2,14.10 ,569.80 ,12.24 ,1.26 ,2,1,2,0,1,2,1,1,2,6.86 ,60.63 
270,2,14.10 ,569.80 ,12.24 ,1.26 ,2,1,2,0,1,2,1,1,2,6.44 ,117.67 
292.5,2,14.10 ,474.60 ,12.24 ,1.26 ,2,1,2,0,1,2,1,1,2,6.37 ,142.06 
120,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,7.19 ,-48.06 
180,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,7.49 ,3.30 
240,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,7.47 ,63.96 
360,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,7.67 ,177.98 
120,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,8.02 ,-72.00 
180,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,8.37 ,-21.98 
240,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,8.35 ,38.69 
360,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,8.40 ,157.36 
120,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,8.63 ,-89.29 
180,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,9.00 ,-39.93 
240,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,9.12 ,16.74 
360,2,14.53 ,537.30 ,9.24 ,1.21 ,2,1,2,0,1,2,1,1,2,9.02 ,139.40 
180,2,14.53 ,554.20 ,10.47 ,0.88 ,2,1,2,0,1,2,1,1,2,4.81 ,79.93 
240,2,14.53 ,554.20 ,10.47 ,0.88 ,2,1,2,0,1,2,1,1,2,5.07 ,132.47 
300,2,14.53 ,554.20 ,10.47 ,0.88 ,2,1,2,0,1,2,1,1,2,4.95 ,195.84 
180,2,14.53 ,554.20 ,10.47 ,0.94 ,2,1,2,0,1,2,1,1,2,5.29 ,66.12 
240,2,14.53 ,554.20 ,10.47 ,0.94 ,2,1,2,0,1,2,1,1,2,5.44 ,121.91 
300,2,14.53 ,554.20 ,10.47 ,0.94 ,2,1,2,0,1,2,1,1,2,5.16 ,190.01 
180,2,14.53 ,554.20 ,10.47 ,0.87 ,2,1,2,0,1,2,1,1,2,5.65 ,55.77 
240,2,14.53 ,554.20 ,10.47 ,0.87 ,2,1,2,0,1,2,1,1,2,5.58 ,117.83 
300,2,14.53 ,554.20 ,10.47 ,0.87 ,2,1,2,0,1,2,1,1,2,5.27 ,186.80 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,8.76 ,2.78 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,9.00 ,-49.20 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,7.89 ,-62.34 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,9.20 ,-9.78 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,9.10 ,-51.99 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,8.58 ,-82.11 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,7.42 ,40.91 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,8.72 ,-41.06 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,7.09 ,-39.56 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,8.24 ,17.42 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,8.21 ,-26.65 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,7.90 ,-62.81 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,8.50 ,9.98 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,9.19 ,-54.55 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,7.64 ,-55.37 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,8.91 ,-1.64 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,8.89 ,-45.94 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,7.89 ,-62.58 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,7.71 ,32.77 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,8.07 ,-22.46 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,6.95 ,-35.60 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,8.26 ,16.96 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,8.16 ,-25.25 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,7.11 ,-40.26 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,8.15 ,20.21 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,6.08 ,34.27 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,5.58 ,3.69 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,7.67 ,33.93 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,7.61 ,-9.44 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,2,2,1,1,1,7.09 ,-39.56 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,7.33 ,43.47 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,6.87 ,11.72 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,5.28 ,12.06 
225,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,7.74 ,31.84 
180,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,7.01 ,7.77 
135,2,8.56 ,156.00 ,6.30 ,0.88 ,2,1,1,0,1,2,1,1,1,5.67 ,1.13 
150,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,4.42 ,67.09 
225,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,5.31 ,117.87 
375,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,5.02 ,275.66 
150,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,4.19 ,73.39 
225,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,5.11 ,123.23 
375,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,4.74 ,283.33 
150,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,4.76 ,57.93 
225,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,6.00 ,99.26 
375,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,5.22 ,270.33 
150,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,4.41 ,67.37 
225,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,5.92 ,101.52 
375,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,5.04 ,275.33 
150,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,6.19 ,19.03 
225,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,7.06 ,70.51 
375,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,5.38 ,265.93 
150,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,5.78 ,30.07 
225,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,6.49 ,85.93 
375,2,15.91 ,1090.50 ,10.91 ,2.56 ,2,1,2,0,1,2,1,1,2,5.17 ,271.65 
195,2,10.80 ,415.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,4.30 ,129.62 
150,2,10.80 ,415.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,3.78 ,98.59 
150,2,10.80 ,415.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,4.31 ,84.33 
150,2,10.80 ,415.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,4.48 ,79.97 
150,2,10.80 ,415.00 ,6.76 ,0.87 ,1,1,1,0,1,2,1,1,2,4.63 ,75.98 
195,2,10.80 ,545.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,6.87 ,61.15 
150,2,10.80 ,545.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,7.05 ,11.50 
150,2,10.80 ,545.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,6.77 ,18.81 
150,2,10.80 ,545.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,7.60 ,-3.13 
150,2,10.80 ,545.00 ,6.76 ,0.87 ,1,1,1,0,1,2,1,1,2,6.79 ,18.49 
195,2,10.80 ,631.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,7.34 ,48.65 
150,2,10.80 ,631.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,7.27 ,5.75 
150,2,10.80 ,631.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,7.05 ,11.52 
150,2,10.80 ,631.00 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,8.37 ,-23.54 
150,2,10.80 ,631.00 ,6.76 ,0.87 ,1,1,1,0,1,2,1,1,2,7.92 ,-11.57 
195,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,7.12 ,54.74 
150,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,6.76 ,19.10 
150,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,6.41 ,28.63 
150,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,6.12 ,36.34 
150,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,2,1,1,2,6.39 ,29.08 
195,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,4.71 ,118.85 
150,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,4.89 ,69.01 
150,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,5.16 ,61.82 
150,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,1,1,1,2,5.68 ,47.89 
150,2,10.80 ,570.10 ,6.76 ,0.87 ,1,1,1,0,1,2,1,1,2,5.51 ,52.35 
150,2,14.62 ,635.10 ,8.19 ,0.99 ,2,1,2,0,1,2,1,1,2,6.51 ,1.30 
210,2,14.62 ,635.10 ,8.19 ,0.99 ,2,1,2,0,1,2,1,1,2,7.73 ,26.26 
270,2,14.62 ,635.10 ,8.19 ,0.99 ,2,1,2,0,1,2,1,1,2,7.13 ,103.64 
240,2,6.83 ,207.00 ,8.83 ,1.10 ,2,1,1,0,1,2,1,1,1,6.03 ,92.78 
360,2,6.83 ,207.00 ,8.83 ,1.10 ,2,1,1,0,1,2,1,1,1,6.71 ,192.84 
480,2,6.83 ,207.00 ,8.83 ,1.10 ,2,1,1,0,1,2,1,1,1,6.58 ,316.64 
120,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,5.14 ,-1.28 
120,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,5.92 ,-24.07 
120,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,5.37 ,-8.05 
120,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,5.86 ,-22.35 
180,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,6.94 ,6.39 
180,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,7.78 ,-18.22 
180,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,7.20 ,-1.29 
180,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,7.46 ,-8.92 
240,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,6.09 ,91.04 
240,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,6.86 ,68.56 
240,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,6.36 ,83.07 
240,2,8.00 ,156.00 ,6.30 ,0.70 ,2,1,1,0,1,2,1,1,1,6.79 ,70.60 
120,2,14.80 ,788.10 ,12.70 ,0.93 ,2,1,2,0,1,2,1,1,2,8.96 ,-99.29 
225,2,14.80 ,788.10 ,12.70 ,0.93 ,2,1,2,0,1,2,1,1,2,9.17 ,-0.29 
330,2,14.80 ,788.10 ,12.70 ,0.93 ,2,1,2,0,1,2,1,1,2,8.00 ,137.96 
120,2,8.56 ,171.20 ,7.32 ,0.70 ,2,1,2,0,1,2,1,1,1,7.28 ,-59.88 
120,2,8.56 ,171.20 ,7.32 ,0.70 ,2,1,2,0,1,2,1,1,1,7.81 ,-75.13 
120,2,8.56 ,171.20 ,7.32 ,0.70 ,2,1,2,0,1,2,1,1,1,8.11 ,-83.79 
120,2,8.56 ,171.20 ,7.32 ,0.70 ,2,1,2,0,1,2,1,1,1,7.70 ,-71.92 
195,2,8.56 ,171.20 ,7.32 ,0.70 ,2,1,1,0,1,2,1,1,1,8.50 ,-19.87 
195,2,8.56 ,171.20 ,7.32 ,0.70 ,2,1,2,0,1,2,1,1,1,9.12 ,-37.55 
195,2,8.56 ,171.20 ,7.32 ,0.70 ,2,1,2,0,1,2,1,1,1,9.40 ,-45.55 
195,2,8.56 ,171.20 ,7.32 ,0.70 ,2,1,2,0,1,2,1,1,1,9.08 ,-36.57 
